"","Year","quarter","mkt_fare","citymarketid_1","citymarketid_2","city1","city2","carairlineid","car","carpax","carpaxshare","caravgfare","fareinc_min","fareinc_minpaxsh","fareinc_max","fare_inc_maxpaxsh","fare_inc_x3paxsh","Geocoded_City1","Geocoded_City2","tbl5pk","lat1","lon1","lat2","lon2","distance"
"2396",2020,"1",301.49,30194,31834,"Dallas/Fort Worth, TX","Fayetteville, AR",19805,"AA",8100,0.5101,311.02,125,0.0543,425,0.0877,0.2654,"(40.11086, -77.035636)","(36.061928, -94.160583)","20201301943183419805AA",32.70788,-96.92091,36.06266,-94.16058,450.548568107731
"2397",2020,"1",269.56,30194,33256,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX",19805,"AA",7540,0.5095,272.91,125,0.057,500,0.0584,0.2666,"(40.11086, -77.035636)","(43.153621, -93.201042)","20201301943325619805AA",32.70788,-96.92091,26.2337,-98.17756,729.589248982387
"2398",2020,"1",285.68,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,"AA",9670,0.3252,288.94,125,0.0807,425,0.0517,0.3723,"(34.729538, -86.585283)","(38.892062, -77.019912)","20201302553085219805AA",34.73037,-86.5861,39.12897,-77.37838,952.06826653703
"2399",2020,"1",308.33,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19790,"DL",2530,0.109,319.79,125,0.0988,400,0.0909,0.3043,"(39.190665, -106.819201)","(34.052238, -118.243344)","20201303723257519790DL",39.1911,-106.81754,34.05223,-118.24368,1166.7984210984
"2400",2020,"1",308.33,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19977,"UA",7440,0.3204,325.96,125,0.0632,400,0.0753,0.2863,"(39.190665, -106.819201)","(34.052238, -118.243344)","20201303723257519977UA",39.1911,-106.81754,34.05223,-118.24368,1166.7984210984
"2401",2020,"1",264.53,30615,31453,"El Paso, TX","Houston, TX",19393,"WN",8940,0.3254,251.02,175,0.3535,500,0.0559,0,"(31.76006, -106.492257)","(29.760803, -95.369506)","20201306153145319393WN",31.76188,-106.48502,29.76043,-95.3698,1083.86480844626
"2402",2020,"1",264.53,30615,31453,"El Paso, TX","Houston, TX",19977,"UA",3980,0.1449,286.59,175,0.0754,475,0.1307,0.0176,"(31.76006, -106.492257)","(29.760803, -95.369506)","20201306153145319977UA",31.76188,-106.48502,29.76043,-95.3698,1083.86480844626
"2403",2020,"1",265.69,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19790,"DL",7830,0.3925,271.1,150,0.0613,275,0.0868,0.0983,"(41.505546, -81.6915)","(44.977479, -93.264346)","20201306473165019790DL",41.49932,-81.69436,44.93748,-93.201,1005.91973726896
"2404",2020,"1",110.01,30713,30559,"Boise, ID","Seattle, WA",19790,"DL",6670,0.1062,108.79,75,0.2789,175,0.0765,0.015,"(43.597772, -83.884521)","(47.603229, -122.33028)","20201307133055919790DL",43.61502,-116.20231,47.60621,-122.33207,650.564614682019
"2405",2020,"1",117.43,30713,31884,"Boise, ID","Spokane, WA",19393,"WN",6180,0.2285,105.07,75,0.4773,250,0.0728,0.0906,"(43.597772, -83.884521)","(47.658999, -117.425022)","20201307133188419393WN",43.61502,-116.20231,47.65878,-117.42605,459.274536934113
"2406",2020,"1",135.25,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",19790,"DL",5120,0.181,132.24,75,0.2207,225,0.1055,0.0332,"(42.358894, -71.056742)","(39.945422, -78.64671)","20201307213079219790DL",42.36008,-71.05888,42.88645,-78.87837,641.792295816112
"2407",2020,"1",270.81,30977,31834,"Chicago, IL","Fayetteville, AR",19805,"AA",4460,0.3193,267.28,150,0.0852,350,0.0516,0.0538,"(41.775002, -87.696388)","(36.061928, -94.160583)","20201309773183419805AA",41.87811,-87.6298,36.06266,-94.16058,857.308767376018
"2408",2020,"1",270.81,30977,31834,"Chicago, IL","Fayetteville, AR",19977,"UA",2440,0.1747,277.79,150,0.0615,400,0.082,0.041,"(41.775002, -87.696388)","(36.061928, -94.160583)","20201309773183419977UA",41.87811,-87.6298,36.06266,-94.16058,857.308767376018
"2409",2020,"1",266.83,30977,32070,"Chicago, IL","Harrisburg, PA",19805,"AA",4550,0.3003,255.41,125,0.0725,400,0.0681,0.1736,"(41.775002, -87.696388)","(40.259572, -76.881821)","20201309773207019805AA",41.87811,-87.6298,40.27319,-76.8867,916.76402529532
"2410",2020,"1",266.83,30977,32070,"Chicago, IL","Harrisburg, PA",19977,"UA",2940,0.1941,284.2,150,0.0544,450,0.0782,0.0646,"(41.775002, -87.696388)","(40.259572, -76.881821)","20201309773207019977UA",41.87811,-87.6298,40.27319,-76.8867,916.76402529532
"2411",2020,"1",273.94,31057,30198,"Charlotte, NC","Pittsburgh, PA",19805,"AA",9130,0.4795,281.72,125,0.0504,425,0.0548,0.2651,"(35.222936, -80.840161)","(40.442169, -79.994945)","20201310573019819805AA",35.22709,-80.84313,40.44062,-79.99589,584.070411565763
"2412",2020,"1",279.6,31057,30529,"Charlotte, NC","Hartford, CT",19805,"AA",11140,0.491,286.79,150,0.1203,400,0.0539,0.1041,"(35.222936, -80.840161)","(41.765775, -72.673356)","20201310573052919805AA",35.22709,-80.84313,41.7658,-72.67337,1015.29192540872
"2413",2020,"1",261.93,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",19805,"AA",10740,0.4427,271.01,100,0.0577,300,0.1276,0.3324,"(35.222936, -80.840161)","(41.505546, -81.6915)","20201310573064719805AA",35.22709,-80.84313,41.49932,-81.69436,700.893871479168
"2414",2020,"1",277.14,31057,31066,"Charlotte, NC","Columbus, OH",19805,"AA",6430,0.4484,288.98,150,0.0793,500,0.0715,0.1322,"(35.222936, -80.840161)","(39.962649, -82.996216)","20201310573106619805AA",35.22709,-80.84313,39.96118,-82.99879,559.191713719937
"2415",2020,"1",279.45,31057,31123,"Charlotte, NC","St. Louis, MO",19805,"AA",8940,0.4446,286.92,150,0.1197,500,0.057,0.1376,"(35.222936, -80.840161)","(38.630276, -90.200309)","20201310573112319805AA",35.22709,-80.84313,38.627,-90.1994,912.347479486982
"2416",2020,"1",260.16,31057,32337,"Charlotte, NC","Indianapolis, IN",19805,"AA",8080,0.4432,269.55,150,0.1163,425,0.052,0.0866,"(35.222936, -80.840161)","(39.76845, -86.156212)","20201310573233719805AA",35.22709,-80.84313,39.7684,-86.15807,688.35242262843
"2417",2020,"1",263.12,31057,33244,"Charlotte, NC","Memphis, TN",19805,"AA",6650,0.4567,260.55,100,0.0526,350,0.0707,0.3774,"(35.222936, -80.840161)","(35.143378, -90.052136)","20201310573324419805AA",35.22709,-80.84313,35.14953,-90.04898,835.767140822544
"2418",2020,"1",264.13,31057,33342,"Charlotte, NC","Milwaukee, WI",19805,"AA",5750,0.4131,273.88,150,0.1322,325,0.0609,0.0904,"(35.222936, -80.840161)","(43.041072, -87.909421)","20201310573334219805AA",35.22709,-80.84313,43.0389,-87.90647,1059.36877571403
"2419",2020,"1",305.86,31057,34027,"Charlotte, NC","West Palm Beach/Palm Beach, FL",19805,"AA",7670,0.4945,304.85,150,0.0782,450,0.0834,0.1565,"(35.222936, -80.840161)","(33.90976, -98.500854)","20201310573402719805AA",35.22709,-80.84313,26.71534,-80.05337,948.802635021867
"2420",2020,"1",263.93,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,"DL",7190,0.3957,267.03,125,0.0584,300,0.0501,0.2058,"(39.962649, -82.996216)","(44.977479, -93.264346)","20201310663165019790DL",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"2421",2020,"1",298.15,31066,34100,"Columbus, OH","Philadelphia, PA",19805,"AA",8730,0.4661,301,150,0.0951,500,0.0733,0.1512,"(39.962649, -82.996216)","(39.951061, -75.16562)","20201310663410019805AA",39.96118,-82.99879,39.95258,-75.16522,667.022902713275
"2422",2020,"1",293.1,31453,33158,"Houston, TX","Midland/Odessa, TX",19393,"WN",13610,0.2536,259.14,150,0.1778,400,0.1308,0,"(29.760803, -95.369506)","(31.997433, -102.078043)","20201314533315819393WN",29.76043,-95.3698,31.93917,-102.25225,699.612123505749
"2423",2020,"1",293.1,31453,33158,"Houston, TX","Midland/Odessa, TX",19977,"UA",12680,0.2363,331.31,175,0.0513,450,0.0797,0.0584,"(29.760803, -95.369506)","(31.997433, -102.078043)","20201314533315819977UA",29.76043,-95.3698,31.93917,-102.25225,699.612123505749
"2424",2020,"1",133.42,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,"WN",112800,0.2796,134.75,75,0.2377,200,0.0558,0.1222,"(36.169202, -115.140597)","(37.78008, -122.420168)","20201322113245719393WN",36.17156,-115.1391,37.77493,-122.41942,670.215596407341
"2425",2020,"1",122.6,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,"WN",109460,0.2502,134.25,75,0.215,300,0.0535,0.1578,"(36.169202, -115.140597)","(34.052238, -118.243344)","20201322113257519393WN",36.17156,-115.1391,34.05223,-118.24368,367.519812989316
"2426",2020,"1",120.59,32211,33570,"Las Vegas, NV","San Diego, CA",19393,"WN",41610,0.3749,124.56,75,0.2706,225,0.0632,0.0877,"(36.169202, -115.140597)","(32.71576, -117.163817)","20201322113357019393WN",36.17156,-115.1391,32.71574,-117.16108,426.346124454117
"2427",2020,"1",262.23,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19790,"DL",10280,0.446,264.79,150,0.0554,450,0.0603,0.1294,"(39.76845, -86.156212)","(44.977479, -93.264346)","20201323373165019790DL",39.7684,-86.15807,44.93748,-93.201,814.514168710895
"2428",2020,"1",301.85,32337,34100,"Indianapolis, IN","Philadelphia, PA",19805,"AA",9240,0.4318,312.78,150,0.0823,500,0.0682,0.1515,"(39.76845, -86.156212)","(39.951061, -75.16562)","20201323373410019805AA",39.7684,-86.15807,39.95258,-75.16522,937.282171409411
"2429",2020,"1",131.08,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19393,"WN",447740,0.3133,129.49,75,0.2287,200,0.0768,0.0945,"(34.052238, -118.243344)","(37.78008, -122.420168)","20201325753245719393WN",34.05223,-118.24368,37.77493,-122.41942,558.746146328349
"2430",2020,"1",137.35,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",19393,"WN",179710,0.4249,140.67,75,0.2176,275,0.0674,0.1698,"(34.052238, -118.243344)","(38.582087, -121.50012)","20201325753319219393WN",34.05223,-118.24368,38.58157,-121.4944,581.291786396126
"2431",2020,"1",278.14,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,"DL",7660,0.4365,282.54,125,0.0809,450,0.064,0.2546,"(39.104427, -84.513808)","(44.977479, -93.264346)","20201331053165019790DL",39.10312,-84.51202,44.93748,-93.201,965.840631274325
"2432",2020,"1",132.92,33192,30559,"Sacramento, CA","Seattle, WA",19393,"WN",13440,0.1555,118.34,75,0.433,275,0.0528,0.128,"(38.582087, -121.50012)","(47.603229, -122.33028)","20201331923055919393WN",38.58157,-121.4944,47.60621,-122.33207,1005.10166313794
"2433",2020,"1",107,33192,33570,"Sacramento, CA","San Diego, CA",19393,"WN",69920,0.4229,106.92,75,0.3869,200,0.0645,0.0508,"(38.582087, -121.50012)","(32.71576, -117.163817)","20201331923357019393WN",38.58157,-121.4944,32.71574,-117.16108,759.997619160175
"2434",2020,"1",126.13,33570,32457,"San Diego, CA","San Francisco, CA (Metropolitan Area)",19393,"WN",158730,0.3422,123.54,75,0.2437,200,0.0706,0.0717,"(32.71576, -117.163817)","(37.78008, -122.420168)","20201335703245719393WN",32.71574,-117.16108,37.77493,-122.41942,737.113823935703
"2435",2020,"1",328.3,34100,30198,"Philadelphia, PA","Pittsburgh, PA",19805,"AA",10620,0.4972,328.01,250,0.0603,425,0.1234,0.0141,"(39.951061, -75.16562)","(40.442169, -79.994945)","20201341003019819805AA",39.95258,-75.16522,40.44062,-79.99589,413.530970065596
"2436",2020,"1",125.62,34252,30559,"Pasco/Kennewick/Richland, WA","Seattle, WA",19790,"DL",2040,0.1041,119.86,75,0.2696,200,0.0539,0.0392,"(37.123874, -76.391902)","(47.603229, -122.33028)","20201342523055919790DL",46.20867,-119.11995,47.60621,-122.33207,289.06178691665
"2437",2020,"3",195.25,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19977,"UA",1210,0.1726,185.48,100,0.1901,300,0.0744,0.1653,"","","20203302553085219977UA",34.73037,-86.5861,39.12897,-77.37838,952.06826653703
"2438",2020,"3",117.99,30325,30466,"Denver, CO","Phoenix, AZ",19393,"WN",28500,0.3121,122.1,75,0.2695,175,0.1211,0.0519,"","","20203303253046619393WN",39.73924,-104.99025,33.44838,-112.07404,941.711693383945
"2439",2020,"3",111.83,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",19790,"DL",12120,0.158,137.39,75,0.1823,200,0.0701,0.1031,"","","20203303253165019790DL",39.73924,-104.99025,44.93748,-93.201,1125.87378896536
"2440",2020,"3",111.83,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",19393,"WN",13060,0.1703,102.03,75,0.2894,175,0.0666,0.0168,"","","20203303253165019393WN",39.73924,-104.99025,44.93748,-93.201,1125.87378896536
"2441",2020,"3",112.46,30325,32211,"Denver, CO","Las Vegas, NV",19393,"WN",24660,0.3306,111.7,75,0.2989,175,0.103,0.0361,"","","20203303253221119393WN",39.73924,-104.99025,36.17156,-115.1391,972.808844628003
"2442",2020,"3",115.86,30325,33316,"Denver, CO","Omaha, NE",19977,"UA",3460,0.1526,134.45,75,0.237,200,0.0607,0.1185,"","","20203303253331619977UA",39.73924,-104.99025,41.25654,-95.9345,783.157974982915
"2443",2020,"3",115.86,30325,33316,"Denver, CO","Omaha, NE",19393,"WN",7130,0.3145,112.14,75,0.2749,150,0.2763,0.0435,"","","20203303253331619393WN",39.73924,-104.99025,41.25654,-95.9345,783.157974982915
"2444",2020,"3",185.97,30397,30792,"Atlanta, GA (Metropolitan Area)","Buffalo, NY",19805,"AA",1060,0.124,143.34,75,0.0755,175,0.5094,0.0472,"","","20203303973079219805AA",33.84982,-84.43827,42.88645,-78.87837,1114.21685567034
"2445",2020,"3",185.97,30397,30792,"Atlanta, GA (Metropolitan Area)","Buffalo, NY",19790,"DL",1970,0.2304,229.07,100,0.066,400,0.0812,0.269,"","","20203303973079219790DL",33.84982,-84.43827,42.88645,-78.87837,1114.21685567034
"2446",2020,"3",188.44,30397,31423,"Atlanta, GA (Metropolitan Area)","Des Moines, IA",19805,"AA",690,0.1082,155.25,125,0.1014,200,0.087,0.0145,"","","20203303973142319805AA",33.84982,-84.43827,41.58684,-93.62496,1178.09630926522
"2447",2020,"3",188.44,30397,31423,"Atlanta, GA (Metropolitan Area)","Des Moines, IA",19790,"DL",2060,0.3229,205.46,100,0.1408,250,0.0922,0.1796,"","","20203303973142319790DL",33.84982,-84.43827,41.58684,-93.62496,1178.09630926522
"2448",2020,"3",117.67,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",19790,"DL",16780,0.2923,137.52,75,0.1585,200,0.0656,0.0954,"","","20203303973145419790DL",33.84982,-84.43827,28.53838,-81.37893,657.858675156281
"2449",2020,"3",117.67,30397,31454,"Atlanta, GA (Metropolitan Area)","Orlando, FL",19393,"WN",8790,0.1531,99.76,75,0.3504,150,0.2776,0.0046,"","","20203303973145419393WN",33.84982,-84.43827,28.53838,-81.37893,657.858675156281
"2450",2020,"3",223.06,30397,31624,"Atlanta, GA (Metropolitan Area)","Key West, FL",19790,"DL",2800,0.459,230.75,100,0.0643,350,0.0536,0.2179,"","","20203303973162419790DL",33.84982,-84.43827,NA,NA,NA
"2451",2020,"3",204.34,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",19790,"DL",2530,0.3485,234.32,100,0.0909,400,0.0632,0.2451,"","","20203303973260019790DL",33.84982,-84.43827,34.74446,-92.28802,727.23069307712
"2452",2020,"3",193.7,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,"DL",4490,0.3918,226.79,100,0.0668,350,0.078,0.2004,"","","20203303973310519790DL",33.84982,-84.43827,39.10312,-84.51202,583.783820212605
"2453",2020,"3",119.29,30397,33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",19790,"DL",8110,0.2537,138.5,75,0.1541,200,0.0801,0.0826,"","","20203303973349519790DL",33.84982,-84.43827,29.95107,-90.07153,685.421179850194
"2454",2020,"3",119.29,30397,33495,"Atlanta, GA (Metropolitan Area)","New Orleans, LA",19393,"WN",6740,0.2108,103.67,75,0.3561,150,0.3739,0.0163,"","","20203303973349519393WN",33.84982,-84.43827,29.95107,-90.07153,685.421179850194
"2455",2020,"3",184.45,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19790,"DL",6860,0.3871,196.56,75,0.0918,275,0.0539,0.3382,"","","20203303973366719790DL",33.84982,-84.43827,36.85077,-76.28587,810.255160043469
"2456",2020,"3",213.48,30397,34027,"Atlanta, GA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",19790,"DL",5640,0.4631,221.96,100,0.0585,300,0.0745,0.1117,"","","20203303973402719790DL",33.84982,-84.43827,26.71534,-80.05337,897.253012034063
"2457",2020,"3",194.41,30397,34653,"Atlanta, GA (Metropolitan Area)","Tulsa, OK",19790,"DL",2430,0.3127,219.79,100,0.0947,400,0.0535,0.2346,"","","20203303973465319790DL",33.84982,-84.43827,36.15398,-95.99278,1081.69124500952
"2458",2020,"3",206.74,30397,34986,"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",19790,"DL",3000,0.4959,204.14,100,0.0567,300,0.1433,0.1033,"","","20203303973498619790DL",33.84982,-84.43827,27.33647,-82.53101,746.352086596696
"2459",2020,"3",111.97,30423,33495,"Austin, TX","New Orleans, LA",19393,"WN",3720,0.375,109.34,75,0.3306,150,0.3522,0.0349,"","","20203304233349519393WN",30.26715,-97.74306,29.95107,-90.07153,738.134774737491
"2460",2020,"3",117.06,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",19393,"WN",31680,0.3464,115.37,75,0.2191,175,0.1117,0.03,"","","20203304663245719393WN",33.44838,-112.07404,37.77493,-122.41942,1050.10891441722
"2461",2020,"3",110.57,30599,31454,"Birmingham, AL","Orlando, FL",19393,"WN",5580,0.4205,101.67,75,0.4301,150,0.267,0.0394,"","","20203305993145419393WN",33.51859,-86.81036,28.53838,-81.37893,757.181414834929
"2462",2020,"3",116.18,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",19393,"WN",3800,0.3889,115.32,75,0.2947,175,0.0605,0.0447,"","","20203306473069319393WN",41.49932,-81.69436,36.16266,-86.7816,738.320696976649
"2463",2020,"3",107.41,30647,31135,"Cleveland, OH (Metropolitan Area)","Myrtle Beach, SC",19805,"AA",1000,0.1563,135.59,100,0.28,200,0.05,0.05,"","","20203306473113519805AA",41.49932,-81.69436,33.68906,-78.88669,902.247837208738
"2464",2020,"3",119.56,30693,30198,"Nashville, TN","Pittsburgh, PA",19393,"WN",2990,0.3568,117.71,75,0.2642,175,0.0535,0.0669,"","","20203306933019819393WN",36.16266,-86.7816,40.44062,-79.99589,758.612927980056
"2465",2020,"3",118.74,30693,33495,"Nashville, TN","New Orleans, LA",19393,"WN",4990,0.4487,117.9,75,0.3126,150,0.3667,0.0782,"","","20203306933349519393WN",36.16266,-86.7816,29.95107,-90.07153,755.039710853421
"2466",2020,"3",116.94,30792,30977,"Buffalo, NY","Chicago, IL",19805,"AA",1300,0.154,123.32,75,0.2,175,0.1,0.0769,"","","20203307923097719805AA",42.88645,-78.87837,41.87811,-87.6298,726.660592720542
"2467",2020,"3",116.94,30792,30977,"Buffalo, NY","Chicago, IL",19977,"UA",970,0.1149,133.41,75,0.0928,175,0.1031,0.0619,"","","20203307923097719977UA",42.88645,-78.87837,41.87811,-87.6298,726.660592720542
"2468",2020,"3",116.94,30792,30977,"Buffalo, NY","Chicago, IL",19393,"WN",2040,0.2417,102.61,75,0.3382,150,0.3333,0.0196,"","","20203307923097719393WN",42.88645,-78.87837,41.87811,-87.6298,726.660592720542
"2469",2020,"3",119.7,30977,30693,"Chicago, IL","Nashville, TN",19805,"AA",3990,0.1291,126.22,75,0.1905,175,0.0977,0.0702,"","","20203309773069319805AA",41.87811,-87.6298,36.16266,-86.7816,639.297966260421
"2470",2020,"3",119.7,30977,30693,"Chicago, IL","Nashville, TN",19977,"UA",3470,0.1123,128.08,75,0.1873,175,0.1095,0.0605,"","","20203309773069319977UA",41.87811,-87.6298,36.16266,-86.7816,639.297966260421
"2471",2020,"3",119.7,30977,30693,"Chicago, IL","Nashville, TN",19393,"WN",7850,0.254,110.79,75,0.2841,150,0.3567,0.0318,"","","20203309773069319393WN",41.87811,-87.6298,36.16266,-86.7816,639.297966260421
"2472",2020,"3",115.25,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19790,"DL",6960,0.1406,123.8,75,0.2328,200,0.0718,0.0632,"","","20203309773165019790DL",41.87811,-87.6298,44.93748,-93.201,563.549616761441
"2473",2020,"3",115.25,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19393,"WN",7100,0.1434,107.78,75,0.2761,150,0.2648,0.0338,"","","20203309773165019393WN",41.87811,-87.6298,44.93748,-93.201,563.549616761441
"2474",2020,"3",119.14,30977,34100,"Chicago, IL","Philadelphia, PA",19805,"AA",13770,0.2934,121.32,75,0.3021,175,0.0857,0.0988,"","","20203309773410019805AA",41.87811,-87.6298,39.95258,-75.16522,1067.28208504924
"2475",2020,"3",119.14,30977,34100,"Chicago, IL","Philadelphia, PA",19393,"WN",5370,0.1144,110.55,75,0.2663,175,0.1136,0.0223,"","","20203309773410019393WN",41.87811,-87.6298,39.95258,-75.16522,1067.28208504924
"2476",2020,"3",183.54,30994,31295,"Charleston, SC","Detroit, MI",19805,"AA",950,0.1508,170.57,100,0.1263,275,0.0526,0.0737,"","","20203309943129519805AA",32.77647,-79.93105,42.33143,-83.04575,1096.4044825569
"2477",2020,"3",183.54,30994,31295,"Charleston, SC","Detroit, MI",19790,"DL",1460,0.2317,197.66,100,0.1027,275,0.0548,0.137,"","","20203309943129519790DL",32.77647,-79.93105,42.33143,-83.04575,1096.4044825569
"2478",2020,"3",185.78,31057,30529,"Charlotte, NC","Hartford, CT",19805,"AA",3640,0.4703,188.26,75,0.0714,200,0.0687,0.2335,"","","20203310573052919805AA",35.22709,-80.84313,41.7658,-72.67337,1015.29192540872
"2479",2020,"3",183.52,31057,31123,"Charlotte, NC","St. Louis, MO",19805,"AA",3870,0.4108,184.83,75,0.1214,200,0.0517,0.2506,"","","20203310573112319805AA",35.22709,-80.84313,38.627,-90.1994,912.347479486982
"2480",2020,"3",189.75,31057,31714,"Charlotte, NC","Fort Myers, FL",19805,"AA",2830,0.4457,189.88,75,0.0919,200,0.0565,0.258,"","","20203310573171419805AA",35.22709,-80.84313,26.64063,-81.87231,959.137323268913
"2481",2020,"3",201.38,31057,32337,"Charlotte, NC","Indianapolis, IN",19805,"AA",3770,0.3931,220.27,75,0.1088,300,0.0663,0.3687,"","","20203310573233719805AA",35.22709,-80.84313,39.7684,-86.15807,688.35242262843
"2482",2020,"3",214.36,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",19805,"AA",5740,0.4629,220.51,75,0.1185,300,0.0662,0.3676,"","","20203310573319519805AA",35.22709,-80.84313,27.95058,-82.45718,822.831940834973
"2483",2020,"3",198.54,31057,33244,"Charlotte, NC","Memphis, TN",19805,"AA",2750,0.3929,203.36,75,0.16,200,0.0618,0.3164,"","","20203310573324419805AA",35.22709,-80.84313,35.14953,-90.04898,835.767140822544
"2484",2020,"3",114.14,31066,30852,"Columbus, OH","Washington, DC (Metropolitan Area)",19977,"UA",1740,0.1198,123.57,75,0.2184,175,0.1092,0.0862,"","","20203310663085219977UA",39.96118,-82.99879,39.12897,-77.37838,490.306201680524
"2485",2020,"3",114.14,31066,30852,"Columbus, OH","Washington, DC (Metropolitan Area)",19393,"WN",3820,0.2629,106.44,75,0.3796,150,0.4005,0.0366,"","","20203310663085219393WN",39.96118,-82.99879,39.12897,-77.37838,490.306201680524
"2486",2020,"3",205.52,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,"DL",2930,0.2878,236.34,100,0.0512,275,0.0887,0.2218,"","","20203310663165019790DL",39.96118,-82.99879,44.93748,-93.201,1001.56185708247
"2487",2020,"3",96.37,31135,30198,"Myrtle Beach, SC","Pittsburgh, PA",19805,"AA",810,0.1113,151.76,75,0.0617,250,0.0617,0.1481,"","","20203311353019819805AA",33.68906,-78.88669,40.44062,-79.99589,756.632381198453
"2488",2020,"3",197.56,31140,30194,"Corpus Christi, TX","Dallas/Fort Worth, TX",19805,"AA",1440,0.2278,266.35,150,0.1319,350,0.1667,0.0278,"","","20203311403019419805AA",27.80058,-97.39638,32.70788,-96.92091,547.203300561924
"2489",2020,"3",197.56,31140,30194,"Corpus Christi, TX","Dallas/Fort Worth, TX",19393,"WN",1310,0.2073,134.67,100,0.1985,175,0.0611,0.0229,"","","20203311403019419393WN",27.80058,-97.39638,32.70788,-96.92091,547.203300561924
"2490",2020,"3",212.26,31295,30529,"Detroit, MI","Hartford, CT",19790,"DL",2330,0.3776,224.05,100,0.0901,375,0.073,0.2575,"","","20203312953052919790DL",42.33143,-83.04575,41.7658,-72.67337,857.647439195629
"2491",2020,"3",207.8,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",19790,"DL",7620,0.4034,225.89,100,0.1181,350,0.0748,0.231,"","","20203312953165019790DL",42.33143,-83.04575,44.93748,-93.201,865.815845904236
"2492",2020,"3",181.86,31295,33198,"Detroit, MI","Kansas City, MO",19790,"DL",4360,0.3658,188.29,75,0.0619,300,0.0596,0.2913,"","","20203312953319819790DL",42.33143,-83.04575,39.09973,-94.57857,1034.55276208901
"2493",2020,"3",204.22,31295,33244,"Detroit, MI","Memphis, TN",19805,"AA",980,0.1543,159.45,100,0.0918,200,0.1224,0.0408,"","","20203312953324419805AA",42.33143,-83.04575,35.14953,-90.04898,1001.86087419816
"2494",2020,"3",204.22,31295,33244,"Detroit, MI","Memphis, TN",19790,"DL",1810,0.285,244.19,75,0.0663,425,0.0663,0.4807,"","","20203312953324419790DL",42.33143,-83.04575,35.14953,-90.04898,1001.86087419816
"2495",2020,"3",109.89,31454,34524,"Orlando, FL","Richmond, VA",19805,"AA",2330,0.2028,100.34,75,0.3219,175,0.073,0.03,"","","20203314543452419805AA",28.53838,-81.37893,37.54072,-77.43605,1065.33164574464
"2496",2020,"3",185.37,31638,30466,"Fresno, CA","Phoenix, AZ",19805,"AA",2960,0.4575,186.2,125,0.1318,275,0.0608,0.0135,"","","20203316383046619805AA",36.7378,-119.78712,33.44838,-112.07404,790.4515880595
"2497",2020,"2",200.6,34614,30559,"Salt Lake City, UT","Seattle, WA",19790,"DL",4650,0.3018,222.8,75,0.0731,375,0.0839,0.5011,"(40.758478, -111.888142)","(47.603229, -122.33028)","20202346143055919790DL",40.76078,-111.89105,47.60621,-122.33207,1125.49477243856
"2498",2020,"2",104.77,35412,33195,"Knoxville, TN","Tampa, FL (Metropolitan Area)",19805,"AA",330,0.1048,212.85,100,0.0909,350,0.0606,0.2121,"(35.962631, -83.916677)","(37.8606, -78.804199)","20202354123319519805AA",35.96064,-83.92074,27.95058,-82.45718,900.672540440868
"2499",2020,"3",199.33,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19790,"DL",2520,0.317,230.77,100,0.0833,250,0.0833,0.2222,"","","20203316503019819790DL",44.93748,-93.201,40.44062,-79.99589,1186.80540693437
