tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,1996,2,88.45,33851,31123,"Oklahoma City, OK","St. Louis, MO",19393,WN,6410,0.29,77.15,75,0.11,100,0.88,0,"Oklahoma City, OK
(35.468494, -97.521264)","St. Louis, MO
(38.630276, -90.200309)",19962338513112319393WN
Table 5,2015,3,320.36,30977,33105,"Chicago, IL","Cincinnati, OH",19977,UA,6270,0.18,304,200,0.06,400,0.06,0.01,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20153309773310519977UA
Table 5,2006,3,88.63,32211,30436,"Las Vegas, NV","Tucson, AZ",19991,HP,8610,0.13,99.68,75,0.29,125,0.2,0.03,"Las Vegas, NV
(36.169202, -115.140597)","Tucson, AZ
(35.167852, -103.726151)",20063322113043619991HP
Table 5,2011,1,119.96,34252,30559,"Pasco/Kennewick/Richland, WA","Seattle, WA",19930,AS,13730,0.99,120.2,75,0.12,200,0.11,0.0029,"Pasco/Kennewick/Richland, WA
(37.123874, -76.391902)","Seattle, WA
(47.603229, -122.33028)",20111342523055919930AS
Table 5,2013,4,272.68,30977,32070,"Chicago, IL","Harrisburg, PA",19977,UA,8770,0.5,268.05,225,0.28,375,0.09,0,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",20134309773207019977UA
Table 5,2000,2,238.67,30721,30198,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",20355,US,80820,0.92,244.44,75,0.11,450,0.2,0.44,"Boston, MA (Metropolitan Area)
(42.358894, -71.056742)","Pittsburgh, PA
(40.442169, -79.994945)",20002307213019820355US
Table 5,2018,3,289.74,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",19790,DL,15930,0.4695,299.76,125,0.0665,500,0.1387,0.3296,,,20183303973324419790DL
Table 5,2006,4,99.76,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",19977,UA,312730,0.15,123.5,75,0.27,150,0.13,0.1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20064325753245719977UA
Table 5,2007,2,410.5,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,16420,0.89,429.85,200,0.09,750,0.05,0.24,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20072303973310519790DL
Table 5,1996,1,83.61,30977,30647,"Chicago, IL","Cleveland, OH (Metropolitan Area)",19393,WN,24680,0.17,71,75,1,75,1,0,"Chicago, IL
(41.775002, -87.696388)","Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)",19961309773064719393WN
Table 5,2005,4,90.9,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",19393,WN,61370,0.86,87.47,75,0.26,125,0.28,0,"Jacksonville, FL
(30.325968, -81.65676)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20054311363246719393WN
Table 5,2004,3,261.89,31057,31295,"Charlotte, NC","Detroit, MI",19386,NW,11550,0.52,278.38,75,0.05,550,0.09,0.51,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)",20043310573129519386NW
Table 5,1996,1,74.38,30423,32896,"Austin, TX","Lubbock, TX",19393,WN,23150,0.97,73.83,75,0.64,100,0.35,0,"Austin, TX
(30.264979, -97.746598)","Lubbock, TX
(41.181125, -96.030508)",19961304233289619393WN
Table 5,1998,1,240.16,31066,34100,"Columbus, OH","Philadelphia, PA",19991,HP,5850,0.19,209.77,100,0.2,350,0.17,0.23,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)",19981310663410019991HP
Table 5,1999,2,258.2,31057,30529,"Charlotte, NC","Hartford, CT",20355,US,18860,0.91,259.1,75,0.09,450,0.22,0.47,"Charlotte, NC
(35.222936, -80.840161)","Hartford, CT
(41.765775, -72.673356)",19992310573052920355US
Table 5,2004,3,85.71,30713,34057,"Boise, ID","Portland, OR",19930,AS,24010,0.46,96.25,75,0.28,125,0.33,0.0096,"Boise, ID
(43.597772, -83.884521)","Portland, OR
(45.516018, -122.681425)",20043307133405719930AS
Table 5,1997,1,77.43,30189,32211,"Colorado Springs, CO","Las Vegas, NV",19994,QQ,17810,0.42,88,75,0.5,150,0.08,0.0067,"Colorado Springs, CO
(38.835224, -104.819798)","Las Vegas, NV
(36.169202, -115.140597)",19971301893221119994QQ
Table 5,2009,3,93.28,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,7370,0.39,85.78,75,0.48,150,0.06,0,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20093316383221120368G4
Table 5,2004,2,92.27,31453,32448,"Houston, TX","Jackson/Vicksburg, MS",19393,WN,16420,0.71,86.43,75,0.44,125,0.42,0,"Houston, TX
(29.760803, -95.369506)","Jackson/Vicksburg, MS
(30.325968, -81.65676)",20042314533244819393WN
Table 5,2004,3,91.67,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",19805,AA,27730,0.2,103.97,75,0.3,150,0.05,0.03,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","San Antonio, TX
(29.425173, -98.494599)",20043301943321419805AA
Table 5,1999,3,78.98,30194,33214,"Dallas/Fort Worth, TX","San Antonio, TX",19805,AA,34510,0.18,87.39,75,0.48,150,0.06,0.0078,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","San Antonio, TX
(29.425173, -98.494599)",19993301943321419805AA
Table 5,2015,4,272.86,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",19790,DL,5210,0.22,285.77,100,0.06,375,0.05,0.34,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20154354123170319790DL
Table 5,2011,2,263.01,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19704,CO,10890,0.32,335.95,175,0.1,650,0.09,0.28,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20112330443170319704CO
Table 5,2004,1,223.31,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",19790,DL,6390,0.42,203.19,100,0.07,250,0.05,0.17,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20041354123170319790DL
Table 5,2018,3,86.43,30397,35356,"Atlanta, GA (Metropolitan Area)","Trenton, NJ",20436,F9,9960,0.4982,86.63,75,0.4458,150,0.1044,0,,,20183303973535620436F9
Table 5,2000,1,262.65,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",19704,CO,8790,0.34,313.01,125,0.14,500,0.16,0.49,"Greenville/Spartanburg, SC
(44.513288, -88.013256)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20001318713170319704CO
Table 5,1997,1,260.37,30198,31123,"Pittsburgh, PA","St. Louis, MO",20211,TW,5900,0.49,261.31,125,0.12,400,0.16,0.18,"Pittsburgh, PA
(40.442169, -79.994945)","St. Louis, MO
(38.630276, -90.200309)",19971301983112320211TW
Table 5,2015,2,264.8,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",19977,UA,5870,0.13,258.84,100,0.06,375,0.06,0.31,"Greensboro/High Point, NC
(36.072701, -79.793899)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20152319953170319977UA
Table 5,2004,4,90.86,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",19805,AA,23470,0.26,101.66,75,0.21,150,0.1,0.01,"Raleigh/Durham, NC
(42.673348, -72.179683)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20044344923085219805AA
Table 5,2003,1,296.76,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,DL,7860,0.46,302.17,125,0.11,600,0.06,0.31,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20031331053165019790DL
Table 5,1997,2,254.93,32337,34100,"Indianapolis, IN","Philadelphia, PA",20355,US,26770,0.9,257.35,125,0.16,425,0.21,0.28,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)",19972323373410020355US
Table 5,1997,2,75.06,32211,34570,"Las Vegas, NV","Reno, NV",19994,QQ,31930,0.49,71.22,75,0.61,125,0.06,0.0016,"Las Vegas, NV
(36.169202, -115.140597)","Reno, NV
(30.177159, -95.162771)",19972322113457019994QQ
Table 5,2006,2,225.1,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",19704,CO,23720,0.13,242.05,125,0.05,375,0.07,0.07,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20062310573170319704CO
Table 5,1997,3,221.82,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",19977,UA,2530,0.11,217.46,100,0.09,400,0.07,0.26,"Grand Rapids, MI
(47.925705, -97.036068)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",19973319863170319977UA
Table 5,1999,3,243.62,31295,30198,"Detroit, MI","Pittsburgh, PA",19386,NW,8500,0.44,252.2,100,0.08,325,0.46,0.5,"Detroit, MI
(42.332916, -83.047853)","Pittsburgh, PA
(40.442169, -79.994945)",19993312953019819386NW
Table 5,2004,3,234.65,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,US,6470,0.27,211.47,100,0.08,300,0.05,0.2,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)",20043331053410020355US
Table 5,1996,3,96.61,30977,31066,"Chicago, IL","Columbus, OH",19977,UA,31610,0.33,119.21,75,0.25,200,0.07,0.07,"Chicago, IL
(41.775002, -87.696388)","Columbus, OH
(39.962649, -82.996216)",19963309773106619977UA
Table 5,1996,4,69.29,33198,33851,"Kansas City, MO","Oklahoma City, OK",19393,WN,26700,0.98,67.3,75,0.38,100,0.61,0,"Kansas City, MO
(39.099792, -94.578559)","Oklahoma City, OK
(35.468494, -97.521264)",19964331983385119393WN
Table 5,2002,4,79.8,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",19393,WN,284650,0.64,76.75,75,0.52,100,0.47,0.0004,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Phoenix, AZ
(30.406931, -87.217578)",20024325753046619393WN
Table 5,1997,2,265.3,30257,30977,"Albany, NY","Chicago, IL",19805,AA,8290,0.39,266.67,125,0.19,575,0.1,0.31,"Albany, NY
(42.651242, -73.755418)","Chicago, IL
(41.775002, -87.696388)",19972302573097719805AA
Table 5,1999,2,74.48,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",19393,WN,45720,0.73,72.91,75,0.47,100,0.51,0.0002,"Amarillo, TX
(35.207009, -101.832013)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",19992302793019419393WN
Table 5,1996,2,221.04,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",19386,NW,138290,0.69,227.66,100,0.17,425,0.09,0.38,"Detroit, MI
(42.332916, -83.047853)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",19962312953170319386NW
Table 5,2004,3,96,30977,32337,"Chicago, IL","Indianapolis, IN",19977,UA,16400,0.36,104.84,75,0.39,150,0.07,0.04,"Chicago, IL
(41.775002, -87.696388)","Indianapolis, IN
(39.76845, -86.156212)",20043309773233719977UA
Table 5,1998,1,300.04,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19386,NW,13490,0.81,309.3,125,0.05,450,0.38,0.5,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19981310663165019386NW
Table 5,1998,4,229.9,32337,34100,"Indianapolis, IN","Philadelphia, PA",20355,US,26980,0.82,242.43,100,0.07,450,0.18,0.4,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)",19984323373410020355US
Table 5,2000,1,264.19,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",20211,TW,20220,0.5,279.61,100,0.08,400,0.22,0.58,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",20001316503112320211TW
Table 5,1996,4,74.23,33192,30559,"Sacramento, CA","Seattle, WA",19930,AS,40960,0.53,84.01,75,0.53,125,0.29,0.0005,"Sacramento, CA
(38.582087, -121.50012)","Seattle, WA
(47.603229, -122.33028)",19964331923055919930AS
Table 5,2001,4,224.08,31295,34100,"Detroit, MI","Philadelphia, PA",19386,NW,27540,0.55,243.23,100,0.22,500,0.09,0.33,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)",20014312953410019386NW
Table 5,2015,3,320.87,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,6600,0.21,339.44,150,0.09,550,0.1,0.31,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20153309773452419977UA
Table 5,2001,1,220.71,30647,30529,"Cleveland, OH (Metropolitan Area)","Hartford, CT",19704,CO,8340,0.5,277.47,100,0.07,525,0.19,0.41,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Hartford, CT
(41.765775, -72.673356)",20011306473052919704CO
Table 5,2002,4,74.63,33667,30852,"Norfolk, VA (Metropolitan Area)","Washington, DC (Metropolitan Area)",19393,WN,16740,0.97,72.02,75,0.43,100,0.56,0,"Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20024336673085219393WN
Table 5,2000,4,255.22,31057,33244,"Charlotte, NC","Memphis, TN",20355,US,10380,0.64,261.52,75,0.05,500,0.13,0.48,"Charlotte, NC
(35.222936, -80.840161)","Memphis, TN
(35.143378, -90.052136)",20004310573324420355US
Table 5,1996,2,261.11,30135,30977,"Allentown/Bethlehem/Easton, PA","Chicago, IL",19977,UA,10920,0.87,256.93,125,0.15,450,0.09,0.31,"Allentown/Bethlehem/Easton, PA
(40.602753, -75.469759)","Chicago, IL
(41.775002, -87.696388)",19962301353097719977UA
Table 5,2009,4,90.3,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,4530,0.21,83.16,75,0.5,175,0.05,0,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20094316383221120368G4
Table 5,2014,1,333.1,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19977,UA,15900,0.83,331.04,225,0.26,325,0.05,0.04,"Aspen, CO
(39.190665, -106.819201)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",20141303723257519977UA
Table 5,2003,4,243.79,31057,30693,"Charlotte, NC","Nashville, TN",20355,US,12350,0.86,249.57,100,0.18,500,0.07,0.43,"Charlotte, NC
(35.222936, -80.840161)","Nashville, TN
(36.166687, -86.779932)",20034310573069320355US
Table 5,2001,1,278.89,30713,30325,"Boise, ID","Denver, CO",19977,UA,8790,0.65,310.81,125,0.14,600,0.05,0.38,"Boise, ID
(43.597772, -83.884521)","Denver, CO
(39.738453, -104.984853)",20011307133032519977UA
Table 5,2001,1,219.07,30977,30198,"Chicago, IL","Pittsburgh, PA",19805,AA,6250,0.11,265.35,75,0.09,500,0.09,0.53,"Chicago, IL
(41.775002, -87.696388)","Pittsburgh, PA
(40.442169, -79.994945)",20011309773019819805AA
Table 5,1997,3,236.51,30977,30198,"Chicago, IL","Pittsburgh, PA",19977,UA,23060,0.36,233.94,100,0.14,375,0.07,0.44,"Chicago, IL
(41.775002, -87.696388)","Pittsburgh, PA
(40.442169, -79.994945)",19973309773019819977UA
Table 5,2008,2,346.71,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19704,CO,6550,0.29,346.53,225,0.27,550,0.05,0.01,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20082306473410019704CO
Table 5,2000,1,227.45,31267,34100,"Dayton, OH","Philadelphia, PA",20355,US,11180,0.85,231.89,75,0.07,400,0.21,0.48,"Dayton, OH
(39.760982, -84.192203)","Philadelphia, PA
(39.951061, -75.16562)",20001312673410020355US
Table 5,1996,1,72.79,32457,30559,"San Francisco, CA (Metropolitan Area)","Seattle, WA",19930,AS,169500,0.59,68.6,75,0.78,125,0.07,0.0021,"San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)","Seattle, WA
(47.603229, -122.33028)",19961324573055919930AS
Table 5,2000,1,220.79,30397,34524,"Atlanta, GA (Metropolitan Area)","Richmond, VA",19790,DL,36660,0.87,227.83,100,0.17,475,0.08,0.26,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Richmond, VA
(37.540759, -77.433932)",20001303973452419790DL
Table 5,2006,2,255.88,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19977,UA,2330,0.1,233.31,150,0.07,300,0.05,0.04,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)",20062316503019819977UA
Table 5,2010,4,230.08,31650,30198,"Minneapolis/St. Paul, MN","Pittsburgh, PA",19790,DL,16720,0.71,246.41,150,0.16,275,0.06,0.09,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Pittsburgh, PA
(40.442169, -79.994945)",20104316503019819790DL
Table 5,2012,1,113.72,30713,34057,"Boise, ID","Portland, OR",19930,AS,24720,0.57,115.66,75,0.23,175,0.19,0.0065,"Boise, ID
(43.597772, -83.884521)","Portland, OR
(45.516018, -122.681425)",20121307133405719930AS
Table 5,2014,1,316.35,31295,33198,"Detroit, MI","Kansas City, MO",19790,DL,13690,0.56,376.22,200,0.07,575,0.09,0.03,"Detroit, MI
(42.332916, -83.047853)","Kansas City, MO
(39.099792, -94.578559)",20141312953319819790DL
Table 5,2001,2,240.24,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",19386,NW,24670,0.46,251.34,100,0.07,450,0.1,0.32,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",20012316503112319386NW
Table 5,1999,1,251.28,30977,31995,"Chicago, IL","Greensboro/High Point, NC",19790,DL,2700,0.13,223.75,125,0.07,500,0.05,0.12,"Chicago, IL
(41.775002, -87.696388)","Greensboro/High Point, NC
(36.072701, -79.793899)",19991309773199519790DL
Table 5,1996,4,82.94,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",19790,DL,138830,0.78,80.67,75,0.63,125,0.17,0.01,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Salt Lake City, UT
(40.758478, -111.888142)",19964325753461419790DL
Table 5,2006,2,92.64,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",19393,WN,61240,0.82,90.42,75,0.32,125,0.43,0.0007,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Lubbock, TX
(41.181125, -96.030508)",20062301943289619393WN
Table 5,2015,1,302.91,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,4390,0.16,261.48,175,0.13,375,0.05,0.02,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20151302553085219790DL
Table 5,2008,3,383.08,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",19805,AA,14560,0.37,382.76,225,0.05,675,0.06,0.04,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","St. Louis, MO
(38.630276, -90.200309)",20083316503112319805AA
Table 5,1996,2,77.07,30140,30466,"Albuquerque, NM","Phoenix, AZ",19393,WN,43540,0.71,76.02,100,1,100,1,0,"Albuquerque, NM
(35.084248, -106.649241)","Phoenix, AZ
(30.406931, -87.217578)",19962301403046619393WN
Table 5,1996,2,93.41,34614,32457,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",19393,WN,43270,0.34,71.49,75,0.7,125,0.13,0,"Salt Lake City, UT
(40.758478, -111.888142)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",19962346143245719393WN
Table 5,2010,1,282.23,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",19790,DL,3430,0.25,270.92,125,0.1,475,0.05,0.27,"Grand Rapids, MI
(47.925705, -97.036068)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20101319863170319790DL
Table 5,1999,1,238.14,30977,33244,"Chicago, IL","Memphis, TN",19977,UA,17140,0.48,242.81,100,0.14,375,0.26,0.44,"Chicago, IL
(41.775002, -87.696388)","Memphis, TN
(35.143378, -90.052136)",19991309773324419977UA
Table 5,1996,2,85.77,30158,30721,"Atlantic City, NJ","Boston, MA (Metropolitan Area)",20416,NK,12830,0.87,70.49,75,1,75,1,0,"Atlantic City, NJ
(33.748547, -84.391502)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",19962301583072120416NK
Table 5,2014,1,280.78,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",20355,US,9470,0.3,212.16,125,0.11,300,0.06,0.06,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20141330443170320355US
Table 5,2001,2,231.66,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",19805,AA,25610,0.58,244.34,100,0.07,575,0.06,0.26,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Nashville, TN
(36.166687, -86.779932)",20012301943069319805AA
Table 5,2000,3,259.26,31057,30977,"Charlotte, NC","Chicago, IL",19977,UA,16700,0.26,247.01,100,0.08,500,0.12,0.39,"Charlotte, NC
(35.222936, -80.840161)","Chicago, IL
(41.775002, -87.696388)",20003310573097719977UA
Table 5,2006,4,96.64,30977,33198,"Chicago, IL","Kansas City, MO",19805,AA,49600,0.26,92.01,75,0.5,150,0.07,0.02,"Chicago, IL
(41.775002, -87.696388)","Kansas City, MO
(39.099792, -94.578559)",20064309773319819805AA
Table 5,2001,3,76.74,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19393,WN,63330,0.83,72.08,75,0.41,100,0.58,0,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20013345703245719393WN
Table 5,2010,4,238.72,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",19704,CO,7690,0.41,248.15,100,0.11,250,0.05,0.18,"Greenville/Spartanburg, SC
(44.513288, -88.013256)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20104318713170319704CO
Table 5,1996,4,93.21,31453,33851,"Houston, TX","Oklahoma City, OK",19393,WN,31940,0.59,85.63,75,0.59,125,0.4,0,"Houston, TX
(29.760803, -95.369506)","Oklahoma City, OK
(35.468494, -97.521264)",19964314533385119393WN
Table 5,1996,2,237.67,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19386,NW,31260,0.85,244.4,100,0.12,375,0.34,0.49,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19962331983165019386NW
Table 5,2001,2,247.68,31295,30198,"Detroit, MI","Pittsburgh, PA",19386,NW,7940,0.49,246.74,100,0.09,400,0.09,0.43,"Detroit, MI
(42.332916, -83.047853)","Pittsburgh, PA
(40.442169, -79.994945)",20012312953019819386NW
